,movieId,imdbId,tmdbId,tbid,imid
201,203,114682,9090.0,6.8,6.5
202,204,114781,3512.0,5.6,5.5
203,205,114798,52856.0,6.1,6.7
204,206,114805,77350.0,5.9,6.4
205,207,114887,9560.0,6.7,6.7
206,208,114898,9804.0,6.0,6.2
207,209,114928,31611.0,5.0,5.2
208,210,114938,65796.0,5.8,5.9
209,211,109340,49805.0,6.7,7.3
210,212,112602,26258.0,5.2,5.5
211,213,111579,50797.0,7.2,8.0
212,214,110882,19155.0,7.7,8.0
213,215,112471,76.0,7.8,8.1
214,216,112508,11017.0,6.1,6.4
215,217,112438,37141.0,4.5,4.3
216,218,112571,9382.0,6.4,6.4
217,219,112757,6715.0,7.5,7.7
218,220,112643,18256.0,6.1,5.9
219,222,112679,22625.0,6.7,6.6
220,223,109445,2292.0,7.4,7.8
221,224,112883,1909.0,6.4,6.7
222,225,109635,8984.0,6.0,6.1
223,226,112899,61813.0,3.3,4.6
224,227,109676,4954.0,5.3,5.6
225,228,112854,62488.0,5.2,4.5
226,229,109579,10531.0,7.0,7.3
227,230,109642,11929.0,7.2,7.4
228,231,109686,8467.0,6.5,7.3
229,232,111797,10451.0,7.6,7.8
230,233,109759,20156.0,6.9,7.1
231,234,109758,18395.0,4.1,4.1
232,235,109707,522.0,7.5,7.9
233,236,113117,397.0,6.4,6.6
234,237,113097,10525.0,6.2,6.4
235,238,113028,27985.0,5.5,6.4
236,239,113198,15789.0,6.9,6.8
237,240,113303,27303.0,5.1,5.3
238,241,113089,21183.0,6.6,6.7
239,242,109771,10954.0,6.4,6.9
240,243,113199,47867.0,4.4,3.9
241,244,113234,43475.0,5.0,6.3
242,245,109906,72031.0,5.2,6.5
243,246,110057,14275.0,7.8,8.3
244,247,110005,1024.0,7.1,7.4
245,248,110066,17207.0,5.7,6.0
246,249,110116,13701.0,7.3,7.5
247,250,110006,14819.0,6.0,6.7
248,251,113360,32631.0,5.8,6.0
249,252,110099,11777.0,6.0,6.2
250,253,110148,628.0,7.3,7.6
251,254,113463,87729.0,5.4,5.7
252,255,110189,18713.0,4.6,4.7
253,256,110216,6280.0,4.9,4.6
254,257,113501,9061.0,6.2,6.4
255,258,113538,37108.0,4.5,4.8
256,259,113552,6071.0,5.7,5.9
257,260,76759,11.0,8.2,8.6
258,261,110367,9587.0,7.2,7.3
259,262,113670,19101.0,7.6,7.7
260,263,110296,49980.0,7.1,7.5
261,264,109731,17961.0,6.8,7.2
262,265,103994,18183.0,6.6,7.2
263,266,110322,4476.0,7.4,7.5
264,267,110443,11008.0,6.1,6.2
265,268,110365,47504.0,6.6,6.8
266,269,107566,32325.0,6.6,6.5
267,270,110391,43742.0,5.4,5.9
268,271,113691,28313.0,6.7,6.4
269,272,110428,11318.0,6.9,7.2
270,273,109836,3036.0,6.3,6.4
271,274,113755,40490.0,5.1,5.1
272,275,110538,24070.0,5.5,5.4
273,276,110516,8986.0,5.7,5.5
274,277,110527,10510.0,6.7,6.5
275,278,113808,17402.0,5.5,5.4
276,279,113896,38722.0,6.9,7.3
277,280,113870,8438.0,7.1,7.3
278,281,110684,11593.0,6.9,7.4
279,282,110638,1945.0,6.4,6.5
280,283,113967,39310.0,7.2,6.7
281,284,117169,109560.0,0.0,4.2
282,285,106402,56428.0,3.8,3.4
283,286,113948,63105.0,4.3,4.7
284,287,110671,131957.0,6.5,5.6
285,288,110632,241.0,7.1,7.3
286,289,110737,9058.0,6.7,6.5
287,290,110729,527.0,7.6,7.9
288,291,114151,18220.0,4.7,4.5
289,292,114069,6950.0,6.4,6.6
290,293,110413,101.0,8.3,8.6
291,294,114113,63020.0,6.2,6.1
292,295,114210,2307.0,6.0,5.4
293,296,110912,680.0,8.4,8.9
294,297,114084,41478.0,6.6,6.4
295,298,105652,25296.0,6.3,7.3
296,299,110889,40156.0,6.5,7.1
297,300,110932,11450.0,7.3,7.5
298,301,114129,30304.0,6.8,6.8
299,302,110963,10452.0,7.3,7.5
300,303,114214,12106.0,6.3,6.4
301,304,114296,161495.0,6.5,6.4
302,305,110907,3586.0,5.2,5.1
303,306,111495,110.0,8.1,8.1
304,307,108394,108.0,7.8,8.0
305,308,111507,109.0,7.5,7.7
306,309,110769,159185.0,7.0,7.0
307,310,114268,36357.0,5.6,5.4
308,311,110965,92769.0,4.7,5.7
309,312,114571,28033.0,5.0,5.3
310,313,111333,22586.0,6.6,6.5
311,314,111112,14334.0,6.5,7.5
312,315,111255,2636.0,5.6,5.5
313,316,111282,2164.0,6.9,7.1
314,317,111070,11395.0,6.3,6.4
315,318,111161,278.0,8.7,9.3
316,319,111149,9905.0,7.1,7.3
317,320,108260,87078.0,6.6,6.6
318,321,106966,12527.0,7.3,7.5
319,322,114594,20306.0,6.7,7.1
320,324,111309,36614.0,6.8,7.3
321,325,113936,27993.0,5.6,5.6
322,326,110081,31439.0,7.8,8.3
323,327,114614,9067.0,5.5,5.3
324,328,114608,9059.0,6.6,6.7
325,329,111280,193.0,6.5,6.6
326,330,114609,25066.0,5.9,6.3
327,331,111454,46797.0,5.6,6.5
328,332,114852,12122.0,5.9,5.6
329,333,114694,11381.0,6.8,7.1
330,334,111590,32636.0,7.1,7.4
331,335,114788,36141.0,5.7,6.2
332,336,114888,95963.0,7.6,4.8
333,337,108550,1587.0,7.7,7.8
334,338,114857,9271.0,5.5,5.6
335,339,114924,2064.0,6.8,6.7
336,340,111667,19855.0,6.6,6.7
337,341,109655,60855.0,5.8,7.2
338,342,110598,236.0,7.1,7.2
339,343,112435,48287.0,5.2,5.8
340,344,109040,3049.0,6.5,6.9
341,345,109045,2759.0,7.3,7.5
342,346,106339,12635.0,6.3,6.7
343,347,104779,10497.0,6.9,7.2
344,348,109348,11382.0,7.2,7.5
345,349,109444,9331.0,6.6,6.9
346,350,109446,10731.0,6.5,6.7
347,351,109484,10464.0,6.5,6.6
348,352,109504,34152.0,7.2,6.9
349,353,109506,9495.0,7.4,7.6
350,354,109450,29973.0,6.2,6.5
351,355,109813,888.0,5.2,4.9
352,356,109830,13.0,8.4,8.8
353,357,109831,712.0,6.7,7.1
354,358,113305,16295.0,6.7,6.5
355,359,110091,48992.0,6.2,6.8
356,360,110093,10879.0,5.4,5.3
357,361,110167,10660.0,6.4,6.3
358,362,110213,10714.0,5.9,6.0
359,363,107472,41647.0,7.2,8.0
360,364,110357,8587.0,8.2,8.5
361,365,107426,1689.0,6.2,6.1
362,366,111686,11596.0,6.4,6.5
363,367,110475,854.0,6.8,6.9
364,368,110478,9359.0,6.7,7.0
365,369,110588,23333.0,6.8,6.4
366,370,110622,36593.0,6.4,6.5
367,371,110771,12280.0,6.6,6.6
368,372,110950,2788.0,6.6,6.6
369,373,105226,10427.0,6.7,7.0
370,374,110989,11011.0,5.5,5.3
371,375,111054,49803.0,5.9,6.4
372,376,110997,8987.0,6.4,6.4
373,377,111257,1637.0,6.9,7.2
374,378,111256,15128.0,5.8,5.7
375,379,111438,8831.0,5.7,5.8
376,380,111503,36955.0,6.9,7.2
377,381,111693,10449.0,6.5,6.6
378,382,111742,10395.0,6.0,6.2
379,383,111756,12160.0,6.6,6.7
380,384,112443,40480.0,4.6,5.4
381,385,110455,52038.0,6.4,6.9
382,386,111048,29444.0,5.5,5.9
383,387,110399,26352.0,5.9,5.9
384,388,112570,39953.0,4.3,7.2
385,389,109454,41580.0,6.0,7.0
386,390,59170,315.0,6.8,6.8
387,391,110186,22067.0,7.1,6.6
388,392,108069,18242.0,7.1,7.4
389,393,111301,11667.0,4.2,3.9
390,394,112702,32502.0,6.7,6.7
391,395,112849,267188.0,0.0,5.8
392,396,113014,28732.0,5.7,5.5
393,397,113043,75555.0,3.7,3.5
394,398,113104,42981.0,8.0,8.0
395,399,113173,278939.0,6.7,6.1
396,400,113319,291731.0,0.0,5.9
397,401,113827,226229.0,4.0,5.0
398,402,114047,203119.0,0.0,5.5
399,403,112889,172923.0,5.3,7.1
400,404,109339,316098.0,4.0,7.3
401,405,110027,8011.0,4.6,4.4
402,406,109785,171857.0,5.0,6.3
403,407,113409,2654.0,7.3,7.2
404,408,109021,18069.0,7.6,6.6
405,409,109035,19092.0,6.9,6.6
406,410,106220,2758.0,6.7,6.7
407,411,111804,38129.0,4.5,6.7
408,412,106226,10436.0,7.0,7.2
409,413,109068,13595.0,5.8,6.1
410,414,109067,46094.0,5.7,5.5
411,415,106292,9409.0,5.1,5.5
412,416,109198,11853.0,4.9,5.1
413,417,109219,16771.0,6.6,7.0
414,418,106379,46924.0,5.0,5.4
415,419,106400,11041.0,5.4,4.9
416,420,109254,306.0,5.7,5.5
417,421,109279,14522.0,6.4,6.6
418,422,109297,26203.0,6.3,6.2
419,423,109303,178.0,6.1,6.2
420,424,109305,19819.0,6.1,6.1
421,425,109306,57834.0,6.5,6.4
422,426,106452,4722.0,5.9,5.9
423,427,106471,18215.0,4.7,4.6
424,428,106489,1607.0,7.6,7.8
425,429,109361,26391.0,5.0,5.2
426,430,106505,117553.0,4.7,5.0
427,431,106519,6075.0,7.8,7.9
428,432,109439,11310.0,5.0,5.5
429,433,109443,18658.0,5.8,5.7
430,434,106582,9350.0,6.3,6.4
431,435,106598,9612.0,5.0,5.3
432,436,109456,2124.0,5.4,5.1
433,437,109480,26261.0,5.1,5.0
434,438,109493,19176.0,5.4,5.8
435,439,106660,49299.0,5.2,5.7
436,440,106673,11566.0,6.5,6.8
437,441,106677,9571.0,7.5,7.7
438,442,106697,9739.0,6.5,6.6
439,443,109729,24257.0,7.3,7.6
440,444,106834,34444.0,4.4,4.3
441,445,106873,26141.0,5.5,5.7
442,446,106332,10997.0,8.0,8.1
443,447,109783,50463.0,4.3,5.3
444,448,106881,10443.0,7.0,7.1
445,449,106880,20239.0,6.2,7.2
446,450,111732,16297.0,6.5,6.7
447,451,106926,18551.0,6.3,6.3
448,452,111712,25440.0,6.2,6.7
449,453,106941,9024.0,6.0,6.1
450,454,106918,37233.0,6.7,6.8
451,455,106965,1634.0,6.0,5.9
452,456,109842,13815.0,7.6,7.6
453,457,106977,5503.0,7.3,7.8
454,458,107004,35588.0,5.9,6.5
455,459,109890,2087.0,5.4,5.7
456,460,109891,41579.0,4.9,4.7
457,461,109913,18620.0,4.2,5.6
458,462,109920,41006.0,5.6,5.1
459,463,107057,4916.0,5.7,5.6
460,464,107076,2019.0,6.1,6.1
461,465,107096,31642.0,6.7,6.8
462,466,107144,9255.0,6.3,6.6
463,467,113674,26271.0,4.8,5.4
464,468,112966,10612.0,6.2,6.6
465,469,107151,2259.0,6.8,6.9
466,470,110064,16097.0,5.1,4.4
467,471,110074,11934.0,7.2,7.3
468,472,110097,106143.0,5.7,5.6
469,473,110123,12475.0,4.6,4.9
470,474,107206,9386.0,6.9,7.2
471,475,107207,7984.0,7.9,8.1
472,476,110137,59930.0,5.9,6.5
473,477,108551,15765.0,7.1,7.3
474,478,110197,31643.0,4.8,5.3
475,479,107286,6.0,6.5,6.6
476,480,107290,329.0,7.8,8.1
477,481,107302,10909.0,6.6,6.7
478,482,110265,507.0,6.2,6.5
479,483,107322,34024.0,7.1,7.6
480,484,110305,29918.0,6.1,5.9
481,485,107362,9593.0,6.2,6.3
482,486,107413,42580.0,5.3,5.5
483,487,110353,22317.0,5.5,5.4
484,488,107468,1413.0,6.9,6.8
485,489,107478,12121.0,5.4,5.0
486,490,107497,2246.0,6.1,6.4
487,491,107501,10502.0,6.5,6.7
488,492,107507,10440.0,7.2,7.4
489,493,107554,9516.0,7.4,7.5
490,494,116253,2320.0,6.1,6.4
491,495,74102,5879.0,6.5,6.6
492,496,111689,83718.0,7.1,7.0
493,497,107616,11971.0,7.1,7.4
494,498,107611,2625.0,5.8,5.8
495,499,107613,31911.0,6.3,5.9
496,500,107614,788.0,7.1,7.0
497,501,107653,21450.0,7.6,7.9
498,502,110657,11231.0,5.0,4.4
499,503,110649,41588.0,4.7,5.7
500,504,110678,10447.0,6.1,6.1
501,505,110687,31586.0,5.0,4.4
502,506,107756,9300.0,7.0,7.2
503,507,107808,9559.0,7.4,7.5
504,508,107818,9800.0,7.7,7.7
505,509,107822,713.0,7.4,7.6
506,510,107840,8291.0,6.6,6.0
507,511,107889,18133.0,6.2,6.4
508,512,111003,25557.0,5.9,5.9
509,513,110939,22588.0,6.2,6.2
510,514,110955,10872.0,6.8,6.9
511,515,107943,1245.0,7.6,7.9
512,516,110971,11858.0,6.0,6.2
513,517,107969,7007.0,6.0,6.2
514,518,111001,10467.0,5.7,5.8
515,519,107978,5550.0,4.5,4.0
516,520,107977,8005.0,6.5,6.7
517,521,107983,2088.0,6.0,6.6
518,522,105275,10412.0,6.7,6.8
519,523,108000,47889.0,6.2,7.1
520,524,108002,14534.0,7.4,7.6
521,525,108026,56583.0,6.3,7.2
522,526,105032,41878.0,7.0,7.1
523,527,108052,424.0,8.5,8.9
524,528,111094,35233.0,5.1,5.3
525,529,108065,14291.0,7.4,7.5
526,530,111102,103413.0,6.8,7.1
527,531,108071,11236.0,7.2,7.3
528,532,111127,11592.0,6.6,6.7
529,533,111143,8850.0,5.8,6.0
530,534,108101,10445.0,7.1,7.3
531,535,108122,695.0,7.2,7.7
532,536,111194,43535.0,5.9,6.3
533,537,111201,12519.0,5.7,5.8
534,538,108149,23210.0,6.5,6.9
535,539,108160,858.0,6.6,6.8
536,540,108162,867.0,5.2,5.0
537,541,83658,78.0,7.9,8.2
538,542,108186,13203.0,5.8,5.7
539,543,108174,10442.0,6.2,6.4
540,544,108238,11074.0,5.7,5.8
541,545,89256,33367.0,4.4,4.7
542,546,108255,9607.0,4.1,4.0
543,547,111323,17585.0,6.3,6.2
544,548,111400,9057.0,5.3,5.4
545,549,108328,20967.0,7.5,7.5
546,550,111418,10635.0,6.5,6.2
547,551,107688,9479.0,7.8,8.0
548,552,108333,10057.0,6.3,6.4
549,553,108358,11969.0,7.5,7.8
550,554,111488,41590.0,5.8,5.3
551,555,108399,319.0,7.6,7.9
552,556,108515,26408.0,7.2,7.4
553,558,110763,15139.0,6.4,6.0
554,559,107779,161158.0,6.0,5.2
555,560,109226,218473.0,0.0,5.3
556,561,110259,85247.0,3.0,6.1
557,562,114906,11446.0,7.1,7.4
558,563,107002,51980.0,6.6,7.1
559,564,109403,24405.0,5.0,5.0
560,565,104029,11655.0,6.6,6.7
561,566,110623,11800.0,4.9,5.7
562,567,107315,8223.0,6.8,6.5
563,568,106408,14587.0,5.0,6.5
564,569,110363,31504.0,6.1,6.1
565,570,107349,41653.0,6.2,6.5
566,571,111709,53185.0,0.0,7.3
567,572,109828,95743.0,3.0,5.8
568,573,107225,23637.0,7.2,6.8
569,574,111252,17600.0,5.7,6.3
570,575,110366,10897.0,6.4,6.3
571,576,106878,349394.0,0.0,5.9
572,577,109120,21352.0,5.0,5.7
573,579,108059,68806.0,6.4,6.8
574,580,110892,37345.0,5.8,5.9
575,581,112651,32562.0,7.4,7.8
576,582,107642,47507.0,6.4,6.2
577,583,109382,25403.0,7.3,7.3
578,584,106678,124304.0,6.0,7.0
579,585,112572,9066.0,6.0,6.0
580,586,99785,771.0,7.2,7.5
581,587,99653,251.0,7.1,7.0
582,588,103639,812.0,7.6,8.0
583,589,103064,280.0,7.9,8.5
584,590,99348,581.0,7.8,8.0
585,591,114706,80350.0,6.0,5.9
586,592,96895,268.0,7.1,7.5
587,593,102926,274.0,8.3,8.6
588,594,29583,408.0,7.0,7.6
589,595,101414,10020.0,7.7,8.0
590,596,32910,10895.0,7.0,7.5
591,597,100405,114.0,7.3,7.0
592,598,110719,41043.0,6.2,7.4
593,599,65214,576.0,7.7,8.0
594,600,110395,15477.0,6.2,6.1
595,601,111752,59146.0,6.5,6.9
596,602,109934,124472.0,7.0,7.6
597,603,112606,30528.0,6.0,6.1
598,604,115978,,,
599,605,117247,7300.0,6.3,6.5
600,606,112625,10824.0,5.3,5.3
601,607,106537,261246.0,4.5,6.2
602,608,116282,275.0,7.8,8.1
603,609,116552,25059.0,6.1,5.9
604,610,82509,11827.0,6.2,6.7
605,611,116514,8766.0,5.0,5.1
606,612,117283,23570.0,4.8,4.9
607,613,116684,47333.0,7.2,6.8
608,614,110374,54850.0,4.0,4.6
609,615,70506,51242.0,7.3,7.6
610,616,65421,10112.0,7.2,7.1
611,617,113083,4307.0,7.1,7.1
612,618,118001,46029.0,5.5,5.4
613,619,116165,32308.0,4.2,2.6
614,620,102855,88893.0,6.9,6.3
615,621,107471,52873.0,6.4,7.3
616,623,113839,123505.0,5.0,5.8
617,624,112712,340210.0,4.7,5.0
618,625,90665,44281.0,7.2,6.8
619,626,117891,28121.0,5.9,5.7
620,627,113613,12520.0,6.8,6.8
621,628,117381,1592.0,7.6,7.7
622,629,114305,166901.0,6.0,6.0
623,630,115837,36447.0,5.7,6.4
624,631,115509,19042.0,5.4,5.5
625,632,114671,38884.0,7.4,7.6
626,633,112844,47449.0,7.3,6.8
627,634,114658,36259.0,3.6,2.4
628,635,116275,41852.0,6.1,7.0
629,636,113122,40926.0,3.0,4.9
630,637,117608,9099.0,5.6,5.8
631,638,113448,2021.0,6.7,6.6
632,639,116414,61752.0,5.3,5.1
633,640,116095,10988.0,5.5,5.4
634,641,111543,11479.0,6.1,5.6
635,642,117517,398959.0,6.7,6.2
636,643,117312,287305.0,4.0,6.0
637,644,116485,339428.0,0.0,5.4
638,645,113947,12652.0,7.1,7.4
639,647,115956,10684.0,6.3,6.6
640,648,117060,954.0,6.9,7.1
641,649,109028,68445.0,6.8,7.1
642,650,117071,18989.0,6.0,6.5
643,651,117788,10801.0,5.4,4.2
644,652,112257,54285.0,6.2,6.6
645,653,116136,8840.0,6.5,6.4
646,654,118026,278978.0,0.0,5.4
647,655,117117,124625.0,0.0,6.9
648,656,116168,11107.0,5.4,5.2
649,657,111787,16417.0,6.0,6.5
650,658,112509,70934.0,0.0,4.7
651,659,54189,10363.0,7.6,7.8
652,660,115591,161070.0,4.1,6.1
653,661,116683,10539.0,6.3,6.7
654,662,116287,10543.0,6.2,6.2
655,663,116768,18414.0,6.1,6.8
656,664,116269,47502.0,5.2,6.0
657,665,114787,11902.0,7.8,8.1
658,666,113720,27098.0,6.3,7.0
659,667,112536,25087.0,5.1,4.8
660,668,48473,5801.0,8.1,8.5
661,670,52572,896.0,8.3,8.3
662,671,117128,3065.0,7.0,7.4
663,672,114616,318177.0,4.0,5.1
664,673,117705,2300.0,6.7,6.4
665,674,62711,8069.0,5.8,5.9
666,675,110061,288173.0,8.0,4.3
667,676,140614,187851.0,4.2,4.9
668,678,108181,27768.0,7.3,7.6
669,679,114307,221917.0,8.0,6.2
670,680,58898,8072.0,7.0,7.2
671,681,82206,35797.0,7.1,7.7
672,682,111430,88030.0,7.2,6.8
673,683,107727,185191.0,0.0,7.3
674,684,81759,83857.0,5.5,4.7
675,685,113443,33245.0,6.1,7.1
676,687,109491,124460.0,8.0,6.8
677,688,114048,27281.0,4.9,5.0
678,690,111613,105045.0,7.7,6.9
679,691,117104,40001.0,5.4,6.2
680,692,117688,29621.0,4.1,3.9
681,693,109751,117730.0,6.5,7.2
682,694,117774,20762.0,6.0,5.9
683,695,114736,37144.0,4.7,5.3
684,696,112604,48260.0,7.4,6.3
685,697,116289,12656.0,5.4,5.4
686,698,109593,38867.0,3.7,4.5
687,699,103095,277270.0,0.0,5.4
688,700,112368,25969.0,6.8,6.7
689,701,104046,44103.0,7.3,7.6
690,702,62952,753.0,7.2,7.7
691,703,115742,43634.0,5.1,4.8
692,704,117420,9103.0,5.6,5.6
693,705,115951,90214.0,7.0,6.8
694,706,117784,29649.0,5.1,5.9
695,707,117107,10990.0,6.0,6.2
696,708,117979,8866.0,5.8,6.3
697,709,95776,12233.0,6.7,6.7
698,710,115851,23449.0,5.0,5.2
699,711,116322,36355.0,5.4,5.3
700,712,109374,37667.0,6.1,6.4
701,713,110712,90148.0,5.0,5.2
